Transaction ID,Class of Business,Sub-Class of Business,Transaction Type,Amount,Currency,Customer Name,Date,Age,Income,Number of Claims,Account Balance,Default,customer_id,income_balance_ratio,Amount_converted,inactive_days
1023,Engineering,Sub-Class H,Outward Reinsurance,1700.0,USD,Jeffrey Kirk,2023-05-19,73,57204,3,-556.1699096115908,1,Jeffrey Kirk1023,-102.85346080651726,221000.0,483
1024,Engineering,Sub-Class C,Outward Reinsurance,2200.0,KES,Randall Brown,2023-07-14,58,137545,6,8660.53560534847,0,Randall Brown1024,15.881812195894282,2200.0,427
1025,Miscellaneous,Sub-Class E,Outward Reinsurance,3000.0,KES,Cheryl Anderson,2024-06-10,51,62240,0,-2006.812150002655,0,Cheryl Anderson1025,-31.01436275434034,3000.0,95
1026,Engineering,Sub-Class D,Inward Reinsurance,-1500.0,KES,David Mendoza,2024-10-08,56,121343,9,18355.91102680347,0,David Mendoza1026,6.610568106525132,-1500.0,-25
1027,Engineering,Sub-Class D,Outward Reinsurance,4000.0,KES,Dwayne Harris,2023-01-01,58,146675,8,2293.879214264626,0,Dwayne Harris1027,63.941902035596584,4000.0,621
1028,Fire Domestic,Sub-Class D,Outward Reinsurance,5000.0,USD,Kelly Jefferson,2024-07-14,74,113749,1,16958.49550108446,0,Kelly Jefferson1028,6.707493597691257,650000.0,61
1029,Aviation,Sub-Class H,Direct,5000.0,,Amanda Fischer,2023-04-06,61,81102,0,2076.910981259422,0,Amanda Fischer1029,39.049338528134896,5000.0,526
1030,Aviation,Sub-Class F,Direct,2200.0,KES,David Martinez,2024-12-13,54,28291,6,15151.31200466799,0,David Martinez1030,1.8672310352584505,2200.0,-91
1031,Fire Domestic,Sub-Class C,Direct,5000.0,KES,David Petersen,2024-02-17,18,128582,5,234.5333361443172,0,David Petersen1031,548.2461560214138,5000.0,209
1032,Miscellaneous,Sub-Class E,Inward Reinsurance,3000.0,KES,Penny Clark,2024-06-21,71,36285,2,2319.735753836109,1,Penny Clark1032,15.641867803259958,3000.0,84
1033,Aviation,Sub-Class F,Outward Reinsurance,5000.0,,Shirley Kelly,2024-03-04,32,112422,0,-188.1158649091503,0,Shirley Kelly1033,-597.6210462328294,5000.0,193
1034,Engineering,Sub-Class E,Direct,2200.0,KES,Alisha Brown,2023-08-23,49,81589,4,1606.496946241391,0,Alisha Brown1034,50.7869001499742,2200.0,387
1035,Aviation,Sub-Class F,Direct,5000.0,,Jeffrey Moody,2023-12-15,25,33944,9,15871.64388333288,0,Jeffrey Moody1035,2.1386568555539007,5000.0,273
1036,Engineering,Sub-Class H,Direct,5000.0,USD,Alexis Gay,2024-04-25,50,121041,3,10975.81243866744,0,Alexis Gay1036,11.027976350395383,650000.0,141
1037,Miscellaneous,Sub-Class G,Outward Reinsurance,2424.626865671642,USD,Sarah Shelton,2024-01-31,35,108876,4,5146.9917209306,0,Sarah Shelton1037,21.15332720611307,315201.4925373135,226
1038,Fire Domestic,Sub-Class E,Outward Reinsurance,3000.0,USD,Jennifer Dixon,2023-12-17,62,115561,0,19288.02567705391,0,Jennifer Dixon1038,5.991333790968439,390000.0,271
1039,Aviation,Sub-Class F,Outward Reinsurance,-1500.0,,Corey Wright,2024-02-20,46,74391,0,6621.538178239343,0,Corey Wright1039,11.234700759481305,-1500.0,206
1040,Fire Domestic,Sub-Class D,Inward Reinsurance,1500.0,KES,Mr. Danny Ramos,2023-02-20,49,21607,4,19243.99928147129,0,Mr. Danny Ramos1040,1.1227915613572008,1500.0,571
1041,Aviation,Sub-Class I,Inward Reinsurance,5000.0,KES,Steven Hess,2023-03-22,50,149242,5,-85.32692722849424,0,Steven Hess1041,-1749.060992204133,5000.0,541
1042,Engineering,Sub-Class D,Direct,1700.0,KES,Allen Garcia,2023-02-05,22,22953,4,17615.96067787373,1,Allen Garcia1042,1.302966123716987,1700.0,586
1043,Fire Domestic,Sub-Class A,Outward Reinsurance,5000.0,KES,Michael Perry,2023-03-08,35,64941,1,-4654.444897562633,0,Michael Perry1043,-13.95246939844691,5000.0,555
1044,Aviation,Sub-Class G,Direct,2113.6363636363635,KES,Christopher Barnes,2024-10-02,65,91469,8,8632.580059143937,1,Christopher Barnes1044,10.59578936694746,2113.6363636363635,-19
1045,Engineering,Sub-Class G,Outward Reinsurance,-1500.0,,Samantha Garcia,2024-10-28,27,96922,4,5576.30985730037,0,Samantha Garcia1045,17.381028400549166,-1500.0,-45
1046,Fire Domestic,Sub-Class D,Outward Reinsurance,1700.0,USD,Caleb Olsen,2024-09-14,53,81683,4,8127.196136799483,0,Caleb Olsen1046,10.050575699796886,221000.0,-1
1047,Fire Domestic,Sub-Class C,Outward Reinsurance,1700.0,KES,Christopher Wang,2024-11-10,50,133525,9,8836.120798692475,1,Christopher Wang1047,15.111269191765505,1700.0,-58
1048,Aviation,Sub-Class H,Inward Reinsurance,3000.0,USD,Teresa Cummings,2024-04-25,40,90218,8,4725.783851692773,0,Teresa Cummings1048,19.090589589213643,390000.0,141
1049,Aviation,Sub-Class E,Inward Reinsurance,2200.0,,Jose Stevens,2024-04-12,57,133157,2,19954.94617215238,0,Jose Stevens1049,6.672881943716986,2200.0,154
1050,Aviation,Sub-Class G,Outward Reinsurance,2200.0,,Tonya Dean,2023-05-22,22,129588,4,19412.67975751565,0,Tonya Dean1050,6.675430781256761,2200.0,480
1051,Engineering,Sub-Class D,Direct,-1500.0,KES,Laura Aguilar,2023-12-22,51,141021,4,19043.63441761488,0,Laura Aguilar1051,7.405151606437012,-1500.0,266
1052,Aviation,Sub-Class D,Outward Reinsurance,2200.0,,Patricia Marquez,2024-12-09,41,142080,1,19477.1261844147,0,Patricia Marquez1052,7.294710659814395,2200.0,-87
1053,Fire Domestic,Sub-Class H,Outward Reinsurance,2500.0,USD,Jeremy Ibarra,2024-04-15,34,31154,3,14825.30996923496,0,Jeremy Ibarra1053,2.1014063155947396,325000.0,151
1054,Fire Domestic,Sub-Class H,Direct,2231.060606060606,KES,Sabrina Schneider,2024-09-12,48,145542,1,19714.7619756583,0,Sabrina Schneider1054,7.382386872319323,2231.060606060606,1
1055,Aviation,Sub-Class B,Outward Reinsurance,1500.0,KES,Joseph Miller,2024-08-13,24,29047,4,17309.00563187855,0,Joseph Miller1055,1.6781437719624523,1500.0,31
1056,Aviation,Sub-Class B,Direct,1500.0,USD,Todd Pollard,2024-11-03,34,108529,9,5398.315925810528,0,Todd Pollard1056,20.104232781393755,195000.0,-51
1057,Miscellaneous,Sub-Class C,Inward Reinsurance,3000.0,KES,Karen Fisher,2024-03-14,45,95874,1,14619.42770958519,0,Karen Fisher1057,6.557985846268145,3000.0,183
1058,Fire Domestic,Sub-Class C,Inward Reinsurance,3000.0,KES,Jill Smith,2024-06-14,55,34323,9,17801.69612814064,0,Jill Smith1058,1.9280747043953157,3000.0,91
1059,Engineering,Sub-Class A,Direct,1500.0,USD,Diana Arellano,2023-05-07,39,57693,8,12815.15183967731,0,Diana Arellano1059,4.501936514039207,195000.0,495
1060,Miscellaneous,Sub-Class C,Inward Reinsurance,2200.0,KES,Hector Burgess,2023-07-24,32,78730,9,5569.558514140099,0,Hector Burgess1060,14.13577033082942,2200.0,417
1061,Aviation,Sub-Class F,Inward Reinsurance,4000.0,KES,Christina Thomas,2023-01-29,54,109170,5,-3355.243949589369,0,Christina Thomas1061,-32.5371274459375,4000.0,593
1062,Aviation,Sub-Class H,Direct,2500.0,USD,Ricardo Martin,2024-03-20,32,46292,7,15242.42342651469,0,Ricardo Martin1062,3.0370498643590733,325000.0,177
1063,Fire Domestic,Sub-Class F,Inward Reinsurance,5000.0,,Michael Phillips,2024-12-19,67,124087,8,18818.57182816176,0,Michael Phillips1063,6.593858510256625,5000.0,-97
1064,Aviation,Sub-Class E,Outward Reinsurance,-1500.0,USD,Alexandra King,2024-04-08,67,65111,7,4061.58150574816,1,Alexandra King1064,16.03094752816152,-195000.0,158
1065,Engineering,Sub-Class D,Outward Reinsurance,2150.675675675676,KES,Charles Russell,2023-10-07,42,95453,4,-1202.34872527651,0,Charles Russell1065,-79.38878130223675,2150.675675675676,342
1066,Fire Domestic,Sub-Class C,Direct,4000.0,USD,Brandi Ruiz,2023-05-31,70,95681,4,3162.595986763893,0,Brandi Ruiz1066,30.253943406127256,520000.0,471
1067,Aviation,Sub-Class D,Inward Reinsurance,2500.0,KES,Steven Rocha,2023-08-28,38,115253,5,9565.558954456157,0,Steven Rocha1067,12.048747025526291,2500.0,382
1068,Fire Domestic,Sub-Class G,Outward Reinsurance,5000.0,KES,Donald Cook,2023-09-23,72,59491,0,2923.225082055904,0,Donald Cook1068,20.35115269268283,5000.0,356
1069,Aviation,Sub-Class A,Outward Reinsurance,3000.0,USD,Dr. Jennifer Blanchard DDS,2024-11-24,55,69336,7,10265.46825490885,0,Dr. Jennifer Blanchard DDS1069,6.75429491166603,390000.0,-72
1070,Aviation,Sub-Class G,Inward Reinsurance,2500.0,KES,Michael Smith,2023-04-15,19,36905,1,19171.30580611576,0,Michael Smith1070,1.92501232692387,2500.0,517
1071,Aviation,Sub-Class A,Inward Reinsurance,1500.0,,Olivia Jacobs MD,2024-03-08,44,50273,5,11768.36233269206,0,Olivia Jacobs MD1071,4.271877307885357,1500.0,189
1072,Engineering,Sub-Class B,Outward Reinsurance,2500.0,KES,Terri Lopez,2024-05-11,66,145191,8,4066.484157140541,0,Terri Lopez1072,35.704307305624674,2500.0,125
1073,Engineering,Sub-Class D,Outward Reinsurance,-1500.0,USD,Charlene Bridges,2024-03-15,49,135936,2,18393.82428678837,0,Charlene Bridges1073,7.390306544226259,-195000.0,182
1074,Fire Domestic,Sub-Class A,Direct,1700.0,,Danielle Campbell,2024-11-15,38,46234,1,9140.881717528597,0,Danielle Campbell1074,5.057936578628019,1700.0,-63
1075,Aviation,Sub-Class I,Direct,3000.0,,Kevin Wilson,2023-06-07,21,98885,9,-1790.690036685834,0,Kevin Wilson1075,-55.221729039724806,3000.0,464
1076,Aviation,Sub-Class F,Outward Reinsurance,2490.4411764705883,KES,Lauren Davis,2023-06-21,61,86538,4,7474.525129844038,0,Lauren Davis1076,11.577725473752697,2490.4411764705883,450
1077,Engineering,Sub-Class A,Direct,2157.48031496063,USD,Abigail Wolfe,2024-05-08,36,124570,8,11340.91112275125,0,Abigail Wolfe1077,10.984126288592227,280472.4409448819,128
1078,Aviation,Sub-Class A,Outward Reinsurance,2500.0,KES,Francisco Ayers,2023-11-07,19,52573,5,15956.35914541846,0,Francisco Ayers1078,3.294799240909243,2500.0,311
1079,Engineering,Sub-Class F,Outward Reinsurance,1700.0,KES,Kelly Rubio,2024-02-07,43,113339,7,18411.91966769119,0,Kelly Rubio1079,6.155740522748677,1700.0,219
1080,Aviation,Sub-Class D,Direct,5000.0,USD,Kylie Walker,2024-10-30,51,141132,7,2935.403342909631,0,Kylie Walker1080,48.07925300654155,650000.0,-47
1081,Fire Domestic,Sub-Class D,Direct,4000.0,USD,Tina Ho,2024-11-06,31,84320,6,-1112.19089802408,0,Tina Ho1081,-75.81432301757103,520000.0,-54
1082,Aviation,Sub-Class F,Inward Reinsurance,5000.0,KES,Pam Holland,2024-10-20,32,148993,4,-3154.28394515294,0,Pam Holland1082,-47.23512613027483,5000.0,-37
1083,Aviation,Sub-Class G,Inward Reinsurance,4000.0,,Mathew Merritt,2024-10-27,37,31330,1,13458.86506770707,0,Mathew Merritt1083,2.3278337246409113,4000.0,-44
1084,Miscellaneous,Sub-Class I,Inward Reinsurance,1700.0,KES,Heather Newman,2024-04-07,51,112040,9,14878.9563178858,1,Heather Newman1084,7.530098053001081,1700.0,159
1085,Engineering,Sub-Class E,Outward Reinsurance,4000.0,,Shannon Hill,2024-01-02,53,100516,9,5234.328173204171,0,Shannon Hill1085,19.203228508782928,4000.0,255
1086,Aviation,Sub-Class I,Direct,-1500.0,KES,William Kim,2024-07-03,36,92553,4,4898.135179340725,0,William Kim1086,18.895558536311643,-1500.0,72
1087,Aviation,Sub-Class D,Outward Reinsurance,2500.0,USD,Jonathan Morales,2024-10-04,26,61353,6,18855.9257913658,0,Jonathan Morales1087,3.25377818511005,325000.0,-21
1088,Miscellaneous,Sub-Class B,Direct,5000.0,,Donald Martin,2023-09-12,24,36011,6,17917.03312700818,0,Donald Martin1088,2.009875169886075,5000.0,367
1089,Miscellaneous,Sub-Class C,Outward Reinsurance,-1500.0,USD,Yesenia Rogers,2023-07-27,47,103537,1,831.6475479260807,0,Yesenia Rogers1089,124.49624875128312,-195000.0,414
1090,Engineering,Sub-Class A,Inward Reinsurance,5000.0,USD,Stacy Harmon,2024-03-25,30,80985,6,14520.19119374518,0,Stacy Harmon1090,5.577405897718872,650000.0,172
1091,Miscellaneous,Sub-Class F,Inward Reinsurance,2500.0,USD,Tina Harris,2023-04-05,44,37044,5,10567.5099058235,0,Tina Harris1091,3.505461582731609,325000.0,527
1092,Fire Domestic,Sub-Class F,Inward Reinsurance,2200.0,USD,Jay Phillips DVM,2024-04-22,61,58292,6,-1144.431522009002,0,Jay Phillips DVM1092,-50.93533241523338,286000.0,144
1093,Miscellaneous,Sub-Class A,Outward Reinsurance,4000.0,USD,Rebecca Figueroa,2024-11-13,52,142304,7,3919.276177164009,1,Rebecca Figueroa1093,36.308745178292405,520000.0,-61
1094,Fire Domestic,Sub-Class C,Direct,1700.0,KES,Aaron Garner,2023-07-09,30,25250,3,-563.1764673129383,0,Aaron Garner1094,-44.834969970379504,1700.0,432
1095,Engineering,Sub-Class E,Direct,2200.0,,William Harvey,2024-12-11,32,147044,0,2378.900970545965,0,William Harvey1095,61.81173652060555,2200.0,-89
1096,Engineering,Sub-Class C,Inward Reinsurance,2200.0,KES,Lorraine Mccormick,2024-04-28,63,125816,7,10382.52939433379,0,Lorraine Mccormick1096,12.118049005347716,2200.0,138
1097,Engineering,Sub-Class C,Inward Reinsurance,2076.086956521739,KES,Mia Escobar,2024-06-19,73,43289,7,4381.636776085992,0,Mia Escobar1097,9.879641378824877,2076.086956521739,86
1098,Engineering,Sub-Class C,Inward Reinsurance,1500.0,KES,Barbara Robinson,2024-02-27,26,53087,2,4851.48799589643,0,Barbara Robinson1098,10.942416026774254,1500.0,199
1099,Engineering,Sub-Class E,Inward Reinsurance,-1500.0,USD,Andrew Klein,2024-10-01,62,95952,2,8491.182315429745,0,Andrew Klein1099,11.300193122180511,-195000.0,-18
1100,Fire Domestic,Sub-Class E,Direct,-1500.0,KES,Daisy Meyer,2024-08-27,40,110695,4,-2819.396528956931,0,Daisy Meyer1100,-39.26194803146506,-1500.0,17
1101,Fire Domestic,Sub-Class D,Outward Reinsurance,-1500.0,,Brian Huerta,2023-05-13,71,56368,2,13469.93224623537,0,Brian Huerta1101,4.184727804830195,-1500.0,489
1102,Engineering,Sub-Class A,Outward Reinsurance,-1500.0,KES,Amber Blackwell,2023-02-24,53,140648,4,5042.738335333501,0,Amber Blackwell1102,27.89119534807238,-1500.0,567
1103,Miscellaneous,Sub-Class E,Outward Reinsurance,2200.0,USD,Shannon Anderson,2024-05-24,70,90815,7,7009.927205058004,0,Shannon Anderson1103,12.955198726524943,286000.0,112
1104,Aviation,Sub-Class E,Outward Reinsurance,-1500.0,,Gregory Anderson,2024-10-31,57,110693,0,19357.49322136579,1,Gregory Anderson1104,5.7183540623856635,-1500.0,-48
1105,Engineering,Sub-Class D,Inward Reinsurance,1500.0,,Johnny Nielsen,2024-06-24,20,81040,1,3609.17220795635,0,Johnny Nielsen1105,22.45390226084222,1500.0,81
1106,Miscellaneous,Sub-Class F,Inward Reinsurance,3000.0,,Christine Cox,2024-02-14,51,136455,1,11205.47339934814,0,Christine Cox1106,12.17753102764387,3000.0,212
1107,Aviation,Sub-Class D,Inward Reinsurance,2500.0,,John Hughes,2023-07-30,36,78900,3,4812.607932395267,0,John Hughes1107,16.394437508382474,2500.0,411
1108,Engineering,Sub-Class G,Outward Reinsurance,-1500.0,KES,Pamela Johnson,2024-10-27,45,35494,8,17357.06796709195,0,Pamela Johnson1108,2.0449306338659663,-1500.0,-44
1109,Engineering,Sub-Class G,Inward Reinsurance,1700.0,USD,Yolanda Jones,2023-10-20,40,136486,1,16168.90667487599,0,Yolanda Jones1109,8.441263391796205,221000.0,329
1110,Fire Domestic,Sub-Class B,Inward Reinsurance,3000.0,,Ian Martin,2023-04-25,57,65166,8,1040.606794059609,0,Ian Martin1110,62.62307758512203,3000.0,507
1111,Aviation,Sub-Class C,Direct,1700.0,,Darryl Duran,2024-10-31,66,111110,6,12293.64281527251,0,Darryl Duran1111,9.038004574361555,1700.0,-48
1112,Aviation,Sub-Class A,Direct,1700.0,USD,Danny Vance,2023-09-16,62,45333,9,-3370.700102569825,0,Danny Vance1112,-13.449134785215119,221000.0,363
1113,Miscellaneous,Sub-Class H,Inward Reinsurance,5000.0,KES,Erik Williams,2023-05-02,24,53050,7,19079.63473824725,0,Erik Williams1113,2.780451550975207,5000.0,500
1114,Fire Domestic,Sub-Class I,Direct,1700.0,,Sonya Smith,2023-10-26,58,117799,0,3724.752700353938,0,Sonya Smith1114,31.625992240721473,1700.0,323
1115,Fire Domestic,Sub-Class D,Direct,-1500.0,KES,Zachary Riggs,2024-01-16,29,118075,4,15796.06931461918,0,Zachary Riggs1115,7.474960868316917,-1500.0,241
1116,Fire Domestic,Sub-Class F,Inward Reinsurance,5000.0,KES,Dale West,2024-07-14,31,99566,8,2960.784151932749,0,Dale West1116,33.6282534932528,5000.0,61
1117,Fire Domestic,Sub-Class I,Inward Reinsurance,2418.348623853211,KES,Whitney Aguirre,2024-05-15,63,108257,3,10819.2685299218,0,Whitney Aguirre1117,10.005944459239933,2418.348623853211,121
1118,Aviation,Sub-Class F,Inward Reinsurance,2200.0,KES,Christopher Rojas,2023-10-24,32,68070,1,19589.76979960829,0,Christopher Rojas1118,3.4747728378799585,2200.0,325
1119,Aviation,Sub-Class I,Inward Reinsurance,1700.0,,Debbie Day,2023-12-28,20,25166,5,16918.74657829076,0,Debbie Day1119,1.4874624360348112,1700.0,260
1120,Engineering,Sub-Class D,Outward Reinsurance,1500.0,,Sean Shaffer,2024-08-11,32,27121,1,-990.8522523773149,0,Sean Shaffer1120,-27.37138653611534,1500.0,33
1121,Engineering,Sub-Class H,Outward Reinsurance,2500.0,KES,Melissa Simpson,2024-04-07,68,34677,2,8687.210828736781,0,Melissa Simpson1121,3.9917299906306556,2500.0,159
1122,Fire Domestic,Sub-Class I,Inward Reinsurance,1700.0,KES,John Griffin,2024-03-13,41,76561,7,3713.294552867254,0,John Griffin1122,20.618078881160326,1700.0,184
1123,Fire Domestic,Sub-Class D,Direct,2231.060606060606,USD,Holly Cardenas,2023-05-07,69,116777,2,5858.471291207294,0,Holly Cardenas1123,19.933015661485815,290037.8787878788,495
1124,Fire Domestic,Sub-Class E,Inward Reinsurance,4000.0,USD,Joshua Fleming,2023-07-16,63,101909,1,3379.578230469215,1,Joshua Fleming1124,30.154354493475097,520000.0,425
1125,Engineering,Sub-Class H,Inward Reinsurance,2076.086956521739,USD,Wyatt King,2023-08-09,25,107409,5,3398.981204887828,0,Wyatt King1125,31.60035125982542,269891.30434782605,401
1126,Miscellaneous,Sub-Class F,Direct,4000.0,,Tiffany Coleman,2023-04-01,22,57664,2,8563.831094415285,0,Tiffany Coleman1126,6.733434997054568,4000.0,531
1127,Miscellaneous,Sub-Class G,Outward Reinsurance,2066.6666666666665,USD,Ralph Bates,2024-02-15,68,149926,0,-200.8997719211857,1,Ralph Bates1127,-746.2726242358152,268666.6666666666,211
1128,Engineering,Sub-Class C,Inward Reinsurance,2200.0,,Gabriela Fleming,2023-01-08,21,134818,2,8434.885630834118,0,Gabriela Fleming1128,15.98338209912017,2200.0,614
1129,Engineering,Sub-Class G,Inward Reinsurance,2500.0,,Janice Chapman,2024-06-27,31,21293,5,1974.135929957522,0,Janice Chapman1129,10.785984732296608,2500.0,78
1130,Engineering,Sub-Class H,Outward Reinsurance,2150.675675675676,,Sabrina Parker,2024-04-12,33,42443,2,2224.572606044991,0,Sabrina Parker1130,19.07917048185642,2150.675675675676,154
1131,Engineering,Sub-Class F,Outward Reinsurance,4000.0,,Dustin Burns,2023-11-16,37,125261,8,13468.70072589057,0,Dustin Burns1131,9.300154673361602,4000.0,302
1132,Engineering,Sub-Class I,Direct,1700.0,USD,James Moore,2024-01-29,41,69212,6,-4260.159911001605,0,James Moore1132,-16.24633850510264,221000.0,228
1133,Engineering,Sub-Class F,Outward Reinsurance,2200.0,KES,Brenda Rivera,2023-09-26,23,104131,4,4523.644066845178,0,Brenda Rivera1133,23.019273501909648,2200.0,353
1134,Fire Domestic,Sub-Class I,Outward Reinsurance,2200.0,KES,Jeremy Lloyd,2023-07-10,72,95276,1,5188.359503841128,0,Jeremy Lloyd1134,18.363415243192723,2200.0,431
1135,Fire Domestic,Sub-Class D,Outward Reinsurance,1700.0,KES,Kimberly Reed,2024-11-05,74,32559,8,7127.753492954318,0,Kimberly Reed1135,4.567918914730161,1700.0,-53
1136,Fire Domestic,Sub-Class H,Direct,1500.0,USD,Tracey Owens,2023-03-02,48,85231,4,11725.27561823847,0,Tracey Owens1136,7.268997571999469,195000.0,561
1137,Fire Domestic,Sub-Class D,Outward Reinsurance,5000.0,KES,Robert Williams,2024-03-13,23,128277,6,4242.169568427164,0,Robert Williams1137,30.23853665697768,5000.0,184
1138,Engineering,Sub-Class B,Outward Reinsurance,2500.0,USD,Cynthia King,2023-09-21,52,59044,8,328.427607661376,0,Cynthia King1138,179.77782203034857,325000.0,358
1139,Miscellaneous,Sub-Class I,Direct,2500.0,USD,Nichole Bennett,2023-04-05,32,41747,3,17121.82101365772,0,Nichole Bennett1139,2.4382336415442776,325000.0,527
1140,Aviation,Sub-Class E,Outward Reinsurance,1500.0,USD,Angela Diaz,2024-07-06,46,126456,8,19525.9656670303,1,Angela Diaz1140,6.47629941363267,195000.0,69
1141,Engineering,Sub-Class D,Outward Reinsurance,5000.0,KES,Ryan Stephens,2024-04-14,20,93509,0,-4499.632670676679,1,Ryan Stephens1141,-20.781474143296595,5000.0,152
1142,Aviation,Sub-Class B,Direct,2500.0,KES,Michael Middleton,2024-10-22,28,100869,5,8661.671275017448,0,Michael Middleton1142,11.645443101833347,2500.0,-39
1143,Miscellaneous,Sub-Class A,Inward Reinsurance,4000.0,KES,Angela Hale,2024-12-16,20,50129,1,3542.559477729956,0,Angela Hale1143,14.150503418540277,4000.0,-94
1144,Fire Domestic,Sub-Class G,Direct,3000.0,,Bryan Park,2024-05-28,45,20037,7,1924.739384680232,0,Bryan Park1144,10.410240554894065,3000.0,108
1145,Miscellaneous,Sub-Class F,Outward Reinsurance,3000.0,USD,Gregory Johnson,2024-11-20,27,124294,4,3392.659771748387,0,Gregory Johnson1145,36.63615227056671,390000.0,-68
1146,Engineering,Sub-Class B,Outward Reinsurance,2500.0,,Lauren Waters,2023-07-13,67,117847,2,10971.94391065501,0,Lauren Waters1146,10.74075851641541,2500.0,428
1147,Fire Domestic,Sub-Class H,Outward Reinsurance,-1500.0,USD,Rebecca Matthews,2024-04-26,50,123742,1,-232.0997442551279,0,Rebecca Matthews1147,-533.1414750030088,-195000.0,140
1148,Engineering,Sub-Class D,Direct,2500.0,KES,Alejandra Dixon,2023-12-02,65,142365,7,17821.51779144876,0,Alejandra Dixon1148,7.988376841186362,2500.0,286
1149,Fire Domestic,Sub-Class H,Outward Reinsurance,1700.0,USD,Miguel Smith,2024-03-10,33,68503,6,6652.863123486895,0,Miguel Smith1149,10.296769785952884,221000.0,187
1150,Aviation,Sub-Class G,Outward Reinsurance,1700.0,USD,Brianna Smith,2023-07-15,27,48207,8,3139.420828733209,0,Brianna Smith1150,15.355380062077264,221000.0,426
1151,Aviation,Sub-Class E,Direct,5000.0,,Meredith Williams DDS,2023-09-06,50,129160,7,14138.28328868997,0,Meredith Williams DDS1151,9.135479701649672,5000.0,373
1152,Aviation,Sub-Class H,Inward Reinsurance,2200.0,USD,Amy Smith,2024-05-12,53,53241,3,-4591.333369095183,0,Amy Smith1152,-11.595977839111308,286000.0,124
1153,Miscellaneous,Sub-Class I,Inward Reinsurance,4000.0,KES,Mrs. Jennifer Jarvis MD,2023-07-31,20,20058,1,5796.321643450921,0,Mrs. Jennifer Jarvis MD1153,3.460470490395041,4000.0,410
1154,Engineering,Sub-Class E,Outward Reinsurance,1500.0,USD,Valerie Jones,2024-10-26,22,88172,1,3882.590025030748,0,Valerie Jones1154,22.70958288965926,195000.0,-43
1155,Miscellaneous,Sub-Class E,Direct,2500.0,USD,James Adams,2024-10-31,29,116171,1,3455.247749743361,0,James Adams1155,33.62161222986937,325000.0,-48
1156,Aviation,Sub-Class B,Outward Reinsurance,4000.0,USD,Troy Bryant,2024-04-10,74,34834,5,3426.78405226458,0,Troy Bryant1156,10.165215977639459,520000.0,156
1157,Engineering,Sub-Class E,Direct,1500.0,,Jessica Tapia,2024-10-12,61,101113,6,-4218.215556318315,0,Jessica Tapia1157,-23.97056258743023,1500.0,-29
1158,Aviation,Sub-Class C,Direct,1700.0,USD,Jeffrey Davis,2023-08-09,30,148894,5,-1197.089924779006,0,Jeffrey Davis1158,-124.37996253914444,221000.0,401
1159,Miscellaneous,Sub-Class G,Inward Reinsurance,2650.769230769231,USD,Mike Brandt,2023-09-30,41,137302,1,-1452.87101718964,0,Mike Brandt1159,-94.50391560951503,344600.0,349
1160,Miscellaneous,Sub-Class E,Inward Reinsurance,4000.0,,Sarah Pratt,2023-06-03,61,47190,3,19715.26262048805,0,Sarah Pratt1160,2.3935770427404943,4000.0,468
1161,Miscellaneous,Sub-Class H,Direct,3000.0,,Evelyn Medina,2023-09-06,74,92832,2,-4445.856102734706,0,Evelyn Medina1161,-20.880567848990385,3000.0,373
1162,Aviation,Sub-Class A,Outward Reinsurance,2500.0,,Christine Carroll,2023-10-06,49,41383,3,-823.1585912000446,0,Christine Carroll1162,-50.27342293745565,2500.0,343
1163,Engineering,Sub-Class C,Inward Reinsurance,5000.0,,Todd Jones,2024-03-15,33,130974,4,19354.36271646742,0,Todd Jones1163,6.767156424559636,5000.0,182
1164,Engineering,Sub-Class C,Outward Reinsurance,3000.0,KES,Willie Davis,2023-10-03,49,144291,6,10706.41484525011,0,Willie Davis1164,13.477060443255153,3000.0,346
1165,Aviation,Sub-Class I,Inward Reinsurance,2200.0,KES,Erica Travis,2024-05-28,62,44660,8,6266.678015168283,0,Erica Travis1165,7.126582838930287,2200.0,108
1166,Engineering,Sub-Class E,Inward Reinsurance,-1500.0,USD,Kristen Webb,2023-03-29,54,128029,1,-3030.976673840753,0,Kristen Webb1166,-42.240179908005004,-195000.0,534
1167,Aviation,Sub-Class I,Outward Reinsurance,1500.0,KES,Justin Adams,2024-10-03,73,138485,7,11741.52904082192,0,Justin Adams1167,11.794460458985151,1500.0,-20
1168,Engineering,Sub-Class I,Inward Reinsurance,1700.0,USD,Jesus Alvarado,2024-05-19,53,22674,2,-1554.925307968304,0,Jesus Alvarado1168,-14.582050908687243,221000.0,117
1169,Fire Domestic,Sub-Class A,Inward Reinsurance,2500.0,KES,Adam Bates,2024-08-12,38,134100,8,11779.65305397954,0,Adam Bates1169,11.384036472508566,2500.0,32
1170,Fire Domestic,Sub-Class B,Outward Reinsurance,5000.0,,Danielle Patrick,2023-08-29,64,129369,9,19479.41243000146,0,Danielle Patrick1170,6.641319416839839,5000.0,381
1171,Miscellaneous,Sub-Class E,Inward Reinsurance,1586.6666666666667,,Aimee Richardson,2024-10-14,29,42820,3,8299.316465423819,1,Aimee Richardson1171,5.159461044580533,1586.6666666666667,-31
1172,Fire Domestic,Sub-Class D,Inward Reinsurance,1700.0,KES,Virginia Thompson,2024-11-05,68,105040,2,352.1163625665195,0,Virginia Thompson1172,298.31047678210786,1700.0,-53
